date,ticker,close
2018-06-28,GLE.PA,35.904999
2018-06-29,GLE.PA,36.115002
2018-07-02,GLE.PA,36.044998
2018-07-03,GLE.PA,36.255001
2018-07-04,GLE.PA,36.334999
2018-07-05,GLE.PA,36.805
2018-07-06,GLE.PA,36.720001
2018-07-09,GLE.PA,36.889999
2018-07-10,GLE.PA,36.59
2018-07-11,GLE.PA,36.105
2018-07-12,GLE.PA,36.014999
2018-07-13,GLE.PA,36.169998
2018-07-16,GLE.PA,36.365002
2018-07-17,GLE.PA,36.325001
2018-07-18,GLE.PA,36.485001
2018-07-19,GLE.PA,36.27
2018-07-20,GLE.PA,36.005001
2018-07-23,GLE.PA,36.195
2018-07-24,GLE.PA,36.755001
2018-07-25,GLE.PA,36.695
2018-07-26,GLE.PA,36.845001
2018-07-27,GLE.PA,37.240002
2018-07-30,GLE.PA,37.419998
2018-07-31,GLE.PA,38.110001
2018-08-01,GLE.PA,37.970001
2018-08-02,GLE.PA,37.115002
2018-08-03,GLE.PA,37.334999
2018-08-06,GLE.PA,37.294998
2018-08-07,GLE.PA,37.514999
2018-08-08,GLE.PA,37.5
2018-08-09,GLE.PA,37.154999
2018-08-10,GLE.PA,36.224998
2018-08-13,GLE.PA,35.855
2018-08-14,GLE.PA,35.544998
2018-08-15,GLE.PA,35.314999
2018-08-16,GLE.PA,35.470001
2018-08-17,GLE.PA,35.235001
2018-08-20,GLE.PA,35.25
2018-08-21,GLE.PA,35.705002
2018-08-22,GLE.PA,36.040001
2018-08-23,GLE.PA,35.939999
2018-08-24,GLE.PA,36.080002
2018-08-27,GLE.PA,36.285
2018-08-28,GLE.PA,35.970001
2018-08-29,GLE.PA,36
2018-08-30,GLE.PA,35.605
2018-08-31,GLE.PA,35.240002
2018-09-03,GLE.PA,35.369999
2018-09-04,GLE.PA,35.700001
2018-09-05,GLE.PA,36.134998
2018-09-06,GLE.PA,35.900002
2018-09-07,GLE.PA,35.400002
2018-09-10,GLE.PA,35.625
2018-09-11,GLE.PA,35.560001
2018-09-12,GLE.PA,35.165001
2018-09-13,GLE.PA,35.514999
2018-09-14,GLE.PA,35.810001
2018-09-17,GLE.PA,36.305
2018-09-18,GLE.PA,36.360001
2018-09-19,GLE.PA,37.16
2018-09-20,GLE.PA,37.865002
2018-09-21,GLE.PA,37.849998
2018-09-24,GLE.PA,37.849998
2018-09-25,GLE.PA,38.07
2018-09-26,GLE.PA,38.16
2018-09-27,GLE.PA,38.040001
2018-09-28,GLE.PA,36.970001
2018-10-01,GLE.PA,36.595001
2018-10-02,GLE.PA,36.540001
2018-10-03,GLE.PA,36.755001
2018-10-04,GLE.PA,37
2018-10-05,GLE.PA,36.810001
2018-10-08,GLE.PA,36.294998
2018-10-09,GLE.PA,36.25
2018-10-10,GLE.PA,36.650002
2018-10-11,GLE.PA,36.07
2018-10-12,GLE.PA,35.66
2018-10-15,GLE.PA,35.34
2018-10-16,GLE.PA,35.41
2018-10-17,GLE.PA,35.145
2018-10-18,GLE.PA,34.895
2018-10-19,GLE.PA,34.450001
2018-10-22,GLE.PA,34.09
2018-10-23,GLE.PA,33.599998
2018-10-24,GLE.PA,32.705002
2018-10-25,GLE.PA,32.884998
2018-10-26,GLE.PA,32.369999
2018-10-29,GLE.PA,32.630001
2018-10-30,GLE.PA,32.110001
2018-10-31,GLE.PA,32.48
2018-11-01,GLE.PA,32.68
2018-11-02,GLE.PA,33.130001
2018-11-05,GLE.PA,33.215
2018-11-06,GLE.PA,33.064999
2018-11-07,GLE.PA,33.16
2018-11-08,GLE.PA,33.869999
2018-11-09,GLE.PA,33.689999
2018-11-12,GLE.PA,33.205002
2018-11-13,GLE.PA,33.66
2018-11-14,GLE.PA,33.474998
2018-11-15,GLE.PA,null
2018-11-16,GLE.PA,33.095001
2018-11-19,GLE.PA,33.029999
2018-11-20,GLE.PA,32.325001
2018-11-21,GLE.PA,32.744999
2018-11-22,GLE.PA,32.470001
2018-11-23,GLE.PA,32.540001
2018-11-26,GLE.PA,33.240002
2018-11-27,GLE.PA,33.009998
2018-11-28,GLE.PA,32.91
2018-11-29,GLE.PA,32.830002
2018-11-30,GLE.PA,32.459999
2018-12-03,GLE.PA,32.849998
2018-12-04,GLE.PA,32.165001
2018-12-05,GLE.PA,31.775
2018-12-06,GLE.PA,30.555
2018-12-07,GLE.PA,30.455
2018-12-10,GLE.PA,29.525
2018-12-11,GLE.PA,29.59
2018-12-12,GLE.PA,30.41
2018-12-13,GLE.PA,30.485001
2018-12-14,GLE.PA,29.85
2018-12-17,GLE.PA,29.025
2018-12-18,GLE.PA,28.805
2018-12-19,GLE.PA,28.9
2018-12-20,GLE.PA,27.93
2018-12-21,GLE.PA,28.09
2018-12-24,GLE.PA,27.610001
2018-12-27,GLE.PA,27.215
2018-12-28,GLE.PA,27.795
2018-12-31,GLE.PA,27.82
2019-01-02,GLE.PA,27.424999
2019-01-03,GLE.PA,27.440001
2019-01-04,GLE.PA,28.370001
2019-01-07,GLE.PA,28.415001
2019-01-08,GLE.PA,28.615
2019-01-09,GLE.PA,28.504999
2019-01-10,GLE.PA,28.780001
2018-01-12,SEV.PA,13.63
2018-01-15,SEV.PA,13.755
2018-01-16,SEV.PA,14.06
2018-01-17,SEV.PA,14.05
2018-01-18,SEV.PA,13.86
2018-01-19,SEV.PA,13.79
2018-01-22,SEV.PA,13.95
2018-01-23,SEV.PA,14.075
2018-01-24,SEV.PA,11.715
2018-01-25,SEV.PA,11.865
2018-01-26,SEV.PA,11.75
2018-01-29,SEV.PA,11.675
2018-01-30,SEV.PA,11.83
2018-01-31,SEV.PA,12.01
2018-02-01,SEV.PA,12.235
2018-02-02,SEV.PA,12.145
2018-02-05,SEV.PA,11.73
2018-02-06,SEV.PA,11.405
2018-02-07,SEV.PA,11.405
2018-02-08,SEV.PA,11.385
2018-02-09,SEV.PA,11.09
2018-02-12,SEV.PA,11.12
2018-02-13,SEV.PA,10.89
2018-02-14,SEV.PA,11.095
2018-02-15,SEV.PA,10.84
2018-02-16,SEV.PA,10.935
2018-02-19,SEV.PA,10.87
2018-02-20,SEV.PA,10.865
2018-02-21,SEV.PA,10.88
2018-02-22,SEV.PA,11.045
2018-02-23,SEV.PA,11.27
2018-02-26,SEV.PA,11.385
2018-02-27,SEV.PA,11.445
2018-02-28,SEV.PA,11.325
2018-03-01,SEV.PA,11.24
2018-03-02,SEV.PA,10.99
2018-03-05,SEV.PA,11.105
2018-03-06,SEV.PA,11.32
2018-03-07,SEV.PA,11.35
2018-03-08,SEV.PA,11.56
2018-03-09,SEV.PA,11.67
2018-03-12,SEV.PA,11.86
2018-03-13,SEV.PA,11.75
2018-03-14,SEV.PA,11.83
2018-03-15,SEV.PA,11.75
2018-03-16,SEV.PA,11.78
2018-03-19,SEV.PA,11.675
2018-03-20,SEV.PA,11.55
2018-03-21,SEV.PA,11.55
2018-03-22,SEV.PA,11.295
2018-03-23,SEV.PA,11.265
2018-03-26,SEV.PA,11.345
2018-03-27,SEV.PA,11.34
2018-03-28,SEV.PA,11.815
2018-03-29,SEV.PA,11.77
2018-04-03,SEV.PA,11.625
2018-04-04,SEV.PA,11.46
2018-04-05,SEV.PA,11.71
2018-04-06,SEV.PA,11.9
2018-04-09,SEV.PA,11.96
2018-04-10,SEV.PA,11.845
2018-04-11,SEV.PA,11.865
2018-04-12,SEV.PA,11.845
2018-04-13,SEV.PA,11.94
2018-04-16,SEV.PA,11.87
2018-04-17,SEV.PA,11.825
2018-04-18,SEV.PA,11.79
2018-04-19,SEV.PA,11.875
2018-04-20,SEV.PA,11.855
2018-04-23,SEV.PA,11.785
2018-04-24,SEV.PA,11.74
2018-04-25,SEV.PA,11.705
2018-04-26,SEV.PA,11.87
2018-04-27,SEV.PA,11.965
2018-04-30,SEV.PA,11.96
2018-05-02,SEV.PA,11.88
2018-05-03,SEV.PA,12.02
2018-05-04,SEV.PA,12.07
2018-05-07,SEV.PA,12.115
2018-05-08,SEV.PA,13.08
2018-05-09,SEV.PA,11.93
2018-05-10,SEV.PA,11.89
2018-05-11,SEV.PA,11.825
2018-05-14,SEV.PA,11.9
2018-05-15,SEV.PA,11.825
2018-05-16,SEV.PA,11.8
2018-05-17,SEV.PA,12.17
2018-05-18,SEV.PA,12.575
2018-05-21,SEV.PA,12.67
2018-05-22,SEV.PA,11.92
2018-05-23,SEV.PA,12.05
2018-05-24,SEV.PA,12.08
2018-05-25,SEV.PA,12.11
2018-05-28,SEV.PA,12.12
2018-05-29,SEV.PA,12
2018-05-30,SEV.PA,11.93
2018-05-31,SEV.PA,11.78
2018-06-01,SEV.PA,11.67
2018-06-04,SEV.PA,11.805
2018-06-05,SEV.PA,11.675
2018-06-06,SEV.PA,11.5
2018-06-07,SEV.PA,11.48
2018-06-08,SEV.PA,11.435
2018-06-11,SEV.PA,11.51
2018-06-12,SEV.PA,11.57
2018-06-13,SEV.PA,11.51
2018-06-14,SEV.PA,11.55
2018-06-15,SEV.PA,11.535
2018-06-18,SEV.PA,11.41
2018-06-19,SEV.PA,11.44
2018-06-20,SEV.PA,11.545
2018-06-21,SEV.PA,11.47
2018-06-22,SEV.PA,11.485
2018-06-25,SEV.PA,11.47
2018-06-26,SEV.PA,11.485
2018-06-27,SEV.PA,11.465
2018-06-28,SEV.PA,11.23
2018-06-29,SEV.PA,11.105
2018-07-02,SEV.PA,11.1
2018-07-03,SEV.PA,11.245
2018-07-04,SEV.PA,11.085
2018-07-05,SEV.PA,11.195
2018-07-06,SEV.PA,11.37
2018-07-09,SEV.PA,11.275
2018-07-10,SEV.PA,11.21
2018-07-11,SEV.PA,11.15
2018-07-12,SEV.PA,11.345
2018-07-13,SEV.PA,11.47
2018-07-16,SEV.PA,11.525
2018-07-17,SEV.PA,11.505
2018-07-18,SEV.PA,11.515
2018-07-19,SEV.PA,11.49
2018-07-20,SEV.PA,11.59
2018-07-23,SEV.PA,11.645
2018-07-24,SEV.PA,11.73
2018-07-25,SEV.PA,11.86
2018-07-26,SEV.PA,12.05
2018-07-27,SEV.PA,12.04
2018-07-30,SEV.PA,12.05
2018-07-31,SEV.PA,12.105
2018-08-01,SEV.PA,12.03
2018-08-02,SEV.PA,11.97
2018-08-03,SEV.PA,12.335
2018-08-06,SEV.PA,12.29
2018-08-07,SEV.PA,12.54
2018-08-08,SEV.PA,12.62
2018-08-09,SEV.PA,12.65
2018-08-10,SEV.PA,12.48
2018-08-13,SEV.PA,12.5
2018-08-14,SEV.PA,12.55
2018-08-15,SEV.PA,12.5
2018-08-16,SEV.PA,12.58
2018-08-17,SEV.PA,12.605
2018-08-20,SEV.PA,12.635
2018-08-21,SEV.PA,12.73
2018-08-22,SEV.PA,12.67
2018-08-23,SEV.PA,12.71
2018-08-24,SEV.PA,12.63
2018-08-27,SEV.PA,12.615
2018-08-28,SEV.PA,12.68
2018-08-29,SEV.PA,12.5
2018-08-30,SEV.PA,12.505
2018-08-31,SEV.PA,12.455
2018-09-03,SEV.PA,12.355
2018-09-04,SEV.PA,12.3
2018-09-05,SEV.PA,12.175
2018-09-06,SEV.PA,12.215
2018-09-07,SEV.PA,12.235
2018-09-10,SEV.PA,12.305
2018-09-11,SEV.PA,12.465
2018-09-12,SEV.PA,12.425
2018-09-13,SEV.PA,12.33
2018-09-14,SEV.PA,12.295
2018-09-17,SEV.PA,12.405
2018-09-18,SEV.PA,12.375
2018-09-19,SEV.PA,12.325
2018-09-20,SEV.PA,12.54
2018-09-21,SEV.PA,12.315
2018-09-24,SEV.PA,12.265
2018-09-25,SEV.PA,12.18
2018-09-26,SEV.PA,12.19
2018-09-27,SEV.PA,12.25
2018-09-28,SEV.PA,12.24
2018-10-01,SEV.PA,12.38
2018-10-02,SEV.PA,12.54
2018-10-03,SEV.PA,12.68
2018-10-04,SEV.PA,12.655
2018-10-05,SEV.PA,12.69
2018-10-08,SEV.PA,12.87
2018-10-09,SEV.PA,13.1
2018-10-10,SEV.PA,13.015
2018-10-11,SEV.PA,12.875
2018-10-12,SEV.PA,12.925
2018-10-15,SEV.PA,12.92
2018-10-16,SEV.PA,12.93
2018-10-17,SEV.PA,12.89
2018-10-18,SEV.PA,12.765
2018-10-19,SEV.PA,12.585
2018-10-22,SEV.PA,12.57
2018-10-23,SEV.PA,12.42
2018-10-24,SEV.PA,12.425
2018-10-25,SEV.PA,12.46
2018-10-26,SEV.PA,12.42
2018-10-29,SEV.PA,12.45
2018-10-30,SEV.PA,12.895
2018-10-31,SEV.PA,12.785
2018-11-01,SEV.PA,12.905
2018-11-02,SEV.PA,12.74
2018-11-05,SEV.PA,12.95
2018-11-06,SEV.PA,13.01
2018-11-07,SEV.PA,13.33
2018-11-08,SEV.PA,13.355
2018-11-09,SEV.PA,13.555
2018-11-12,SEV.PA,13.42
2018-11-13,SEV.PA,13.24
2018-11-14,SEV.PA,13.155
2018-11-15,SEV.PA,13.015
2018-11-16,SEV.PA,13.265
2018-11-19,SEV.PA,13.285
2018-11-20,SEV.PA,13.3
2018-11-21,SEV.PA,13.3
2018-11-22,SEV.PA,13.1
2018-11-23,SEV.PA,13.155
2018-11-26,SEV.PA,13.165
2018-11-27,SEV.PA,13.415
2018-11-28,SEV.PA,13.41
2018-11-29,SEV.PA,13.14
2018-11-30,SEV.PA,13.125
2018-12-03,SEV.PA,13.16
2018-12-04,SEV.PA,13.06
2018-12-05,SEV.PA,13
2018-12-06,SEV.PA,12.42
2018-12-07,SEV.PA,12.63
2018-12-10,SEV.PA,12.33
2018-12-11,SEV.PA,11.98
2018-12-12,SEV.PA,12.31
2018-12-13,SEV.PA,12.345
2018-12-14,SEV.PA,12.165
2018-12-17,SEV.PA,12.015
2018-12-18,SEV.PA,11.675
2018-12-19,SEV.PA,11.8
2018-12-20,SEV.PA,11.815
2018-12-21,SEV.PA,11.77
2018-12-24,SEV.PA,11.7
2018-12-27,SEV.PA,11.32
2018-12-28,SEV.PA,11.48
2018-12-31,SEV.PA,11.53
2019-01-02,SEV.PA,11.515
2019-01-03,SEV.PA,11.355
2019-01-04,SEV.PA,11.48
2019-01-07,SEV.PA,11.45
2019-01-08,SEV.PA,11.7
2019-01-09,SEV.PA,11.705
2019-01-10,SEV.PA,11.76
2018-01-12,TOT,59.330002
2018-01-16,TOT,58.580002
2018-01-17,TOT,58.66
2018-01-18,TOT,58.110001
2018-01-19,TOT,57.950001
2018-01-22,TOT,58.860001
2018-01-23,TOT,58.470001
2018-01-24,TOT,59.110001
2018-01-25,TOT,59.099998
2018-01-26,TOT,59.049999
2018-01-29,TOT,58.310001
2018-01-30,TOT,57.669998
2018-01-31,TOT,58.060001
2018-02-01,TOT,59.220001
2018-02-02,TOT,57.279999
2018-02-05,TOT,54.18
2018-02-06,TOT,55.720001
2018-02-07,TOT,54.709999
2018-02-08,TOT,54.619999
2018-02-09,TOT,55
2018-02-12,TOT,55.720001
2018-02-13,TOT,56.040001
2018-02-14,TOT,57.130001
2018-02-15,TOT,56.84
2018-02-16,TOT,57.130001
2018-02-20,TOT,57.029999
2018-02-21,TOT,56.639999
2018-02-22,TOT,57.529999
2018-02-23,TOT,58.380001
2018-02-26,TOT,58.439999
2018-02-27,TOT,57.459999
2018-02-28,TOT,56.689999
2018-03-01,TOT,56.529999
2018-03-02,TOT,56.540001
2018-03-05,TOT,56.830002
2018-03-06,TOT,56.990002
2018-03-07,TOT,57.150002
2018-03-08,TOT,57.189999
2018-03-09,TOT,57.240002
2018-03-12,TOT,57.470001
2018-03-13,TOT,57.66
2018-03-14,TOT,58.209999
2018-03-15,TOT,57.23
2018-03-16,TOT,57.779999
2018-03-19,TOT,57.02
2018-03-20,TOT,56.799999
2018-03-21,TOT,57.330002
2018-03-22,TOT,56.580002
2018-03-23,TOT,56.279999
2018-03-26,TOT,57.599998
2018-03-27,TOT,56.560001
2018-03-28,TOT,56.200001
2018-03-29,TOT,57.689999
2018-04-02,TOT,56.810001
2018-04-03,TOT,58.099998
2018-04-04,TOT,58.720001
2018-04-05,TOT,59.700001
2018-04-06,TOT,59.41
2018-04-09,TOT,59.380001
2018-04-10,TOT,60.5
2018-04-11,TOT,60.419998
2018-04-12,TOT,60.299999
2018-04-13,TOT,60.009998
2018-04-16,TOT,60.150002
2018-04-17,TOT,60.630001
2018-04-18,TOT,61.630001
2018-04-19,TOT,62.029999
2018-04-20,TOT,62.200001
2018-04-23,TOT,62.349998
2018-04-24,TOT,62.790001
2018-04-25,TOT,62.130001
2018-04-26,TOT,63.040001
2018-04-27,TOT,62.950001
2018-04-30,TOT,62.610001
2018-05-01,TOT,62.099998
2018-05-02,TOT,61.91
2018-05-03,TOT,62.360001
2018-05-04,TOT,62.5
2018-05-07,TOT,62
2018-05-08,TOT,61.669998
2018-05-09,TOT,62.529999
2018-05-10,TOT,62.990002
2018-05-11,TOT,63.790001
2018-05-14,TOT,64.239998
2018-05-15,TOT,63.869999
2018-05-16,TOT,63.209999
2018-05-17,TOT,63.990002
2018-05-18,TOT,64.050003
2018-05-21,TOT,63.950001
2018-05-22,TOT,63.07
2018-05-23,TOT,61.389999
2018-05-24,TOT,61.040001
2018-05-25,TOT,59.27
2018-05-29,TOT,58.529999
2018-05-30,TOT,60.59
2018-05-31,TOT,60.650002
2018-06-01,TOT,61.299999
2018-06-04,TOT,61.310001
2018-06-05,TOT,61.119999
2018-06-06,TOT,61.700001
2018-06-07,TOT,61.810001
2018-06-08,TOT,61.740002
2018-06-11,TOT,62.380001
2018-06-12,TOT,60.889999
2018-06-13,TOT,61.380001
2018-06-14,TOT,61.200001
2018-06-15,TOT,60.59
2018-06-18,TOT,60.759998
2018-06-19,TOT,59.810001
2018-06-20,TOT,59.32
2018-06-21,TOT,58.639999
2018-06-22,TOT,60.830002
2018-06-25,TOT,60.25
2018-06-26,TOT,60.299999
2018-06-27,TOT,60.630001
2018-06-28,TOT,60.23
2018-06-29,TOT,60.560001
2018-07-02,TOT,60.860001
2018-07-03,TOT,61.400002
2018-07-05,TOT,62.84
2018-07-06,TOT,62.740002
2018-07-09,TOT,64.160004
2018-07-10,TOT,64.050003
2018-07-11,TOT,61.779999
2018-07-12,TOT,62.240002
2018-07-13,TOT,62.290001
2018-07-16,TOT,61.919998
2018-07-17,TOT,61.650002
2018-07-18,TOT,62
2018-07-19,TOT,61.529999
2018-07-20,TOT,61.490002
2018-07-23,TOT,61.25
2018-07-24,TOT,61.950001
2018-07-25,TOT,62.459999
2018-07-26,TOT,63.130001
2018-07-27,TOT,64.029999
2018-07-30,TOT,64.260002
2018-07-31,TOT,65.25
2018-08-01,TOT,64.57
2018-08-02,TOT,63.799999
2018-08-03,TOT,63.619999
2018-08-06,TOT,63.43
2018-08-07,TOT,64.75
2018-08-08,TOT,64.400002
2018-08-09,TOT,63.84
2018-08-10,TOT,61.82
2018-08-13,TOT,61.509998
2018-08-14,TOT,60.93
2018-08-15,TOT,58.869999
2018-08-16,TOT,59.700001
2018-08-17,TOT,60.09
2018-08-20,TOT,60.68
2018-08-21,TOT,61.740002
2018-08-22,TOT,62.369999
2018-08-23,TOT,62.830002
2018-08-24,TOT,64.050003
2018-08-27,TOT,65
2018-08-28,TOT,63.82
2018-08-29,TOT,63.98
2018-08-30,TOT,63.619999
2018-08-31,TOT,62.740002
2018-09-04,TOT,62.18
2018-09-05,TOT,61.34
2018-09-06,TOT,60.549999
2018-09-07,TOT,60.189999
2018-09-10,TOT,60
2018-09-11,TOT,61.709999
2018-09-12,TOT,62.34
2018-09-13,TOT,62.849998
2018-09-14,TOT,62.639999
2018-09-17,TOT,62.380001
2018-09-18,TOT,63.099998
2018-09-19,TOT,63.049999
2018-09-20,TOT,64.029999
2018-09-21,TOT,63.330002
2018-09-24,TOT,64.110001
2018-09-25,TOT,65.150002
2018-09-26,TOT,64.760002
2018-09-27,TOT,65.120003
2018-09-28,TOT,64.389999
2018-10-01,TOT,65.440002
2018-10-02,TOT,64.910004
2018-10-03,TOT,64.889999
2018-10-04,TOT,64.400002
2018-10-05,TOT,63.580002
2018-10-08,TOT,62.290001
2018-10-09,TOT,63.189999
2018-10-10,TOT,63.029999
2018-10-11,TOT,61.57
2018-10-12,TOT,61.580002
2018-10-15,TOT,62.119999
2018-10-16,TOT,62
2018-10-17,TOT,61.68
2018-10-18,TOT,60.529999
2018-10-19,TOT,60.810001
2018-10-22,TOT,59.799999
2018-10-23,TOT,58.919998
2018-10-24,TOT,56.959999
2018-10-25,TOT,58.169998
2018-10-26,TOT,57.84
2018-10-29,TOT,57.290001
2018-10-30,TOT,57.880001
2018-10-31,TOT,58.599998
2018-11-01,TOT,57.82
2018-11-02,TOT,57.299999
2018-11-05,TOT,58.470001
2018-11-06,TOT,58.57
2018-11-07,TOT,59.32
2018-11-08,TOT,57.830002
2018-11-09,TOT,57.400002
2018-11-12,TOT,56.310001
2018-11-13,TOT,54.849998
2018-11-14,TOT,55.959999
2018-11-15,TOT,57.130001
2018-11-16,TOT,57.110001
2018-11-19,TOT,56.639999
2018-11-20,TOT,55.279999
2018-11-21,TOT,56.59
2018-11-23,TOT,53.98
2018-11-26,TOT,54.75
2018-11-27,TOT,54.259998
2018-11-28,TOT,55.419998
2018-11-29,TOT,55.330002
2018-11-30,TOT,55.610001
2018-12-03,TOT,56.959999
2018-12-04,TOT,55.509998
2018-12-06,TOT,54.59
2018-12-07,TOT,54.330002
2018-12-10,TOT,54.09
2018-12-11,TOT,53.82
2018-12-12,TOT,54.549999
2018-12-13,TOT,55.650002
2018-12-14,TOT,54.360001
2018-12-17,TOT,54
2018-12-18,TOT,52.700001
2018-12-19,TOT,52.209999
2018-12-20,TOT,52.240002
2018-12-21,TOT,51.779999
2018-12-24,TOT,50.220001
2018-12-26,TOT,52.139999
2018-12-27,TOT,52.349998
2018-12-28,TOT,52.389999
2018-12-31,TOT,52.18
2019-01-02,TOT,52.790001
2019-01-03,TOT,52.91
2019-01-04,TOT,54.459999
2019-01-07,TOT,54.360001
2019-01-08,TOT,54.189999
2019-01-09,TOT,55.380001
2019-01-10,TOT,54.959999
